,receps,object,scores
2610,PaperTowel,Kettle,1
2611,PaperTowelRoll,Kettle,1
2612,Pen,Kettle,1
2613,Pencil,Kettle,1
2614,PepperShaker,Kettle,1
2615,Pillow,Kettle,1
2616,Plate,Kettle,1
2617,Plunger,Kettle,1
2618,Pot,Kettle,1
2619,Potato,Kettle,1
2620,PotatoSliced,Kettle,1
2621,RemoteControl,Kettle,1
2622,SaltShaker,Kettle,1
2623,ScrubBrush,Kettle,1
2624,ShowerDoor,Kettle,1
2625,SoapBar,Kettle,1
2626,SoapBottle,Kettle,1
2627,Spatula,Kettle,1
2628,Spoon,Kettle,1
2629,SprayBottle,Kettle,1
2630,Statue,Kettle,1
2631,StoveKnob,Kettle,1
2632,TeddyBear,Kettle,1
2633,Television,Kettle,1
2634,TennisRacket,Kettle,1
2635,TissueBox,Kettle,1
2636,ToiletPaper,Kettle,1
2637,ToiletPaperHanger,Kettle,1
2638,ToiletPaperRoll,Kettle,1
2639,Tomato,Kettle,1
2640,TomatoSliced,Kettle,1
2641,Towel,Kettle,1
2642,Vase,Kettle,1
2643,Watch,Kettle,1
2644,WateringCan,Kettle,1
2645,WineBottle,Kettle,1
2646,ArmChair,KeyChain,1
2647,BathtubBasin,KeyChain,1
2648,Bed,KeyChain,1
2649,Cabinet,KeyChain,1
2650,Cart,KeyChain,1
2651,CoffeeMachine,KeyChain,1
2652,CoffeeTable,KeyChain,1
2653,CounterTop,KeyChain,1
2654,Desk,KeyChain,1
2655,DiningTable,KeyChain,1
2656,Drawer,KeyChain,1
2657,Dresser,KeyChain,1
2658,Fridge,KeyChain,1
2659,GarbageCan,KeyChain,1
2660,Microwave,KeyChain,1
2661,Ottoman,KeyChain,1
2662,Safe,KeyChain,1
2663,Shelf,KeyChain,1
2664,SideTable,KeyChain,1
2665,SinkBasin,KeyChain,1
2666,Sofa,KeyChain,1
2667,StoveBurner,KeyChain,1
2668,TVStand,KeyChain,1
2669,Toilet,KeyChain,1
2670,AlarmClock,KeyChain,1
2671,Apple,KeyChain,1
2672,AppleSliced,KeyChain,1
2673,BaseballBat,KeyChain,1
2674,BasketBall,KeyChain,1
2675,Book,KeyChain,1
2676,Bowl,KeyChain,1
2677,Box,KeyChain,1
2678,Bread,KeyChain,1
2679,BreadSliced,KeyChain,1
2680,ButterKnife,KeyChain,1
2681,CD,KeyChain,1
2682,Candle,KeyChain,1
2683,CellPhone,KeyChain,1
2684,Cloth,KeyChain,1
2685,CreditCard,KeyChain,1
2686,Cup,KeyChain,1
2687,DeskLamp,KeyChain,1
2688,DishSponge,KeyChain,1
2689,Egg,KeyChain,1
2690,Faucet,KeyChain,1
2691,FloorLamp,KeyChain,1
2692,Fork,KeyChain,1
2693,Glassbottle,KeyChain,1
2694,HandTowel,KeyChain,1
2695,HousePlant,KeyChain,1
2696,Kettle,KeyChain,1
2697,KeyChain,KeyChain,1
2698,Knife,KeyChain,1
2699,Ladle,KeyChain,1
2700,Laptop,KeyChain,1
2701,LaundryHamperLid,KeyChain,1
2702,Lettuce,KeyChain,1
2703,LettuceSliced,KeyChain,1
2704,LightSwitch,KeyChain,1
2705,Mug,KeyChain,1
2706,Newspaper,KeyChain,1
2707,Pan,KeyChain,1
2708,PaperTowel,KeyChain,1
2709,PaperTowelRoll,KeyChain,1
2710,Pen,KeyChain,1
2711,Pencil,KeyChain,1
2712,PepperShaker,KeyChain,1
2713,Pillow,KeyChain,1
2714,Plate,KeyChain,1
2715,Plunger,KeyChain,1
2716,Pot,KeyChain,1
2717,Potato,KeyChain,1
2718,PotatoSliced,KeyChain,1
2719,RemoteControl,KeyChain,1
2720,SaltShaker,KeyChain,1
2721,ScrubBrush,KeyChain,1
2722,ShowerDoor,KeyChain,1
2723,SoapBar,KeyChain,1
2724,SoapBottle,KeyChain,1
2725,Spatula,KeyChain,1
2726,Spoon,KeyChain,1
2727,SprayBottle,KeyChain,1
2728,Statue,KeyChain,1
2729,StoveKnob,KeyChain,1
2730,TeddyBear,KeyChain,1
2731,Television,KeyChain,1
2732,TennisRacket,KeyChain,1
2733,TissueBox,KeyChain,1
2734,ToiletPaper,KeyChain,1
2735,ToiletPaperHanger,KeyChain,1
2736,ToiletPaperRoll,KeyChain,1
2737,Tomato,KeyChain,1
2738,TomatoSliced,KeyChain,1
2739,Towel,KeyChain,1
2740,Vase,KeyChain,1
2741,Watch,KeyChain,1
2742,WateringCan,KeyChain,1
2743,WineBottle,KeyChain,1
2744,ArmChair,Knife,1
2745,BathtubBasin,Knife,1
2746,Bed,Knife,1
2747,Cabinet,Knife,1
2748,Cart,Knife,1
2749,CoffeeMachine,Knife,1
2750,CoffeeTable,Knife,1
2751,CounterTop,Knife,1
2752,Desk,Knife,1
2753,DiningTable,Knife,1
2754,Drawer,Knife,1
2755,Dresser,Knife,1
2756,Fridge,Knife,1
2757,GarbageCan,Knife,1
2758,Microwave,Knife,1
2759,Ottoman,Knife,1
2760,Safe,Knife,1
2761,Shelf,Knife,1
2762,SideTable,Knife,1
2763,SinkBasin,Knife,1
2764,Sofa,Knife,1
2765,StoveBurner,Knife,1
2766,TVStand,Knife,1
2767,Toilet,Knife,1
2768,AlarmClock,Knife,1
2769,Apple,Knife,1
2770,AppleSliced,Knife,1
2771,BaseballBat,Knife,1
2772,BasketBall,Knife,1
2773,Book,Knife,1
2774,Bowl,Knife,1
2775,Box,Knife,1
2776,Bread,Knife,1
2777,BreadSliced,Knife,1
2778,ButterKnife,Knife,1
2779,CD,Knife,1
2780,Candle,Knife,1
2781,CellPhone,Knife,1
2782,Cloth,Knife,1
2783,CreditCard,Knife,1
2784,Cup,Knife,1
2785,DeskLamp,Knife,1
2786,DishSponge,Knife,1
2787,Egg,Knife,1
2788,Faucet,Knife,1
2789,FloorLamp,Knife,1
2790,Fork,Knife,1
2791,Glassbottle,Knife,1
2792,HandTowel,Knife,1
2793,HousePlant,Knife,1
2794,Kettle,Knife,1
2795,KeyChain,Knife,1
2796,Knife,Knife,1
2797,Ladle,Knife,1
2798,Laptop,Knife,1
2799,LaundryHamperLid,Knife,1
2800,Lettuce,Knife,1
2801,LettuceSliced,Knife,1
2802,LightSwitch,Knife,1
2803,Mug,Knife,1
2804,Newspaper,Knife,1
2805,Pan,Knife,1
2806,PaperTowel,Knife,1
2807,PaperTowelRoll,Knife,1
2808,Pen,Knife,1
2809,Pencil,Knife,1
2810,PepperShaker,Knife,1
2811,Pillow,Knife,1
2812,Plate,Knife,1
2813,Plunger,Knife,1
2814,Pot,Knife,1
2815,Potato,Knife,1
2816,PotatoSliced,Knife,1
2817,RemoteControl,Knife,1
2818,SaltShaker,Knife,1
2819,ScrubBrush,Knife,1
2820,ShowerDoor,Knife,1
2821,SoapBar,Knife,1
2822,SoapBottle,Knife,1
2823,Spatula,Knife,1
2824,Spoon,Knife,1
2825,SprayBottle,Knife,1
2826,Statue,Knife,1
2827,StoveKnob,Knife,1
2828,TeddyBear,Knife,1
2829,Television,Knife,1
2830,TennisRacket,Knife,1
2831,TissueBox,Knife,1
2832,ToiletPaper,Knife,1
2833,ToiletPaperHanger,Knife,1
2834,ToiletPaperRoll,Knife,1
2835,Tomato,Knife,1
2836,TomatoSliced,Knife,1
2837,Towel,Knife,1
2838,Vase,Knife,1
2839,Watch,Knife,1
2840,WateringCan,Knife,1
2841,WineBottle,Knife,1
2842,ArmChair,Ladle,1
2843,BathtubBasin,Ladle,1
2844,Bed,Ladle,1
2845,Cabinet,Ladle,1
2846,Cart,Ladle,1
2847,CoffeeMachine,Ladle,1
2848,CoffeeTable,Ladle,1
2849,CounterTop,Ladle,1
2850,Desk,Ladle,1
2851,DiningTable,Ladle,1
2852,Drawer,Ladle,1
2853,Dresser,Ladle,1
2854,Fridge,Ladle,1
2855,GarbageCan,Ladle,1
2856,Microwave,Ladle,1
2857,Ottoman,Ladle,1
2858,Safe,Ladle,1
2859,Shelf,Ladle,1
2860,SideTable,Ladle,1
2861,SinkBasin,Ladle,1
2862,Sofa,Ladle,1
2863,StoveBurner,Ladle,1
2864,TVStand,Ladle,1
2865,Toilet,Ladle,1
2866,AlarmClock,Ladle,1
2867,Apple,Ladle,1
2868,AppleSliced,Ladle,1
2869,BaseballBat,Ladle,1
2870,BasketBall,Ladle,1
2871,Book,Ladle,1
2872,Bowl,Ladle,1
2873,Box,Ladle,1
2874,Bread,Ladle,1
2875,BreadSliced,Ladle,1
2876,ButterKnife,Ladle,1
2877,CD,Ladle,1
2878,Candle,Ladle,1
2879,CellPhone,Ladle,1
2880,Cloth,Ladle,1
2881,CreditCard,Ladle,1
2882,Cup,Ladle,1
2883,DeskLamp,Ladle,1
2884,DishSponge,Ladle,1
2885,Egg,Ladle,1
2886,Faucet,Ladle,1
2887,FloorLamp,Ladle,1
2888,Fork,Ladle,1
2889,Glassbottle,Ladle,1
2890,HandTowel,Ladle,1
2891,HousePlant,Ladle,1
2892,Kettle,Ladle,1
2893,KeyChain,Ladle,1
2894,Knife,Ladle,1
2895,Ladle,Ladle,1
2896,Laptop,Ladle,1
2897,LaundryHamperLid,Ladle,1
2898,Lettuce,Ladle,1
2899,LettuceSliced,Ladle,1
2900,LightSwitch,Ladle,1
2901,Mug,Ladle,1
2902,Newspaper,Ladle,1
2903,Pan,Ladle,1
2904,PaperTowel,Ladle,1
2905,PaperTowelRoll,Ladle,1
2906,Pen,Ladle,1
2907,Pencil,Ladle,1
2908,PepperShaker,Ladle,1
2909,Pillow,Ladle,1
2910,Plate,Ladle,1
2911,Plunger,Ladle,1
2912,Pot,Ladle,1
2913,Potato,Ladle,1
2914,PotatoSliced,Ladle,1
2915,RemoteControl,Ladle,1
2916,SaltShaker,Ladle,1
2917,ScrubBrush,Ladle,1
2918,ShowerDoor,Ladle,1
2919,SoapBar,Ladle,1
2920,SoapBottle,Ladle,1
2921,Spatula,Ladle,1
2922,Spoon,Ladle,1
2923,SprayBottle,Ladle,1
2924,Statue,Ladle,1
2925,StoveKnob,Ladle,1
2926,TeddyBear,Ladle,1
2927,Television,Ladle,1
2928,TennisRacket,Ladle,1
2929,TissueBox,Ladle,1
2930,ToiletPaper,Ladle,1
2931,ToiletPaperHanger,Ladle,1
2932,ToiletPaperRoll,Ladle,1
2933,Tomato,Ladle,1
2934,TomatoSliced,Ladle,1
2935,Towel,Ladle,1
2936,Vase,Ladle,1
2937,Watch,Ladle,1
2938,WateringCan,Ladle,1
2939,WineBottle,Ladle,1
2940,ArmChair,Laptop,1
2941,BathtubBasin,Laptop,1
2942,Bed,Laptop,1
2943,Cabinet,Laptop,1
2944,Cart,Laptop,1
2945,CoffeeMachine,Laptop,1
2946,CoffeeTable,Laptop,1
2947,CounterTop,Laptop,1
2948,Desk,Laptop,1
2949,DiningTable,Laptop,1
2950,Drawer,Laptop,1
2951,Dresser,Laptop,1
2952,Fridge,Laptop,1
2953,GarbageCan,Laptop,1
2954,Microwave,Laptop,1
2955,Ottoman,Laptop,1
2956,Safe,Laptop,1
2957,Shelf,Laptop,1
2958,SideTable,Laptop,1
2959,SinkBasin,Laptop,1
2960,Sofa,Laptop,1
2961,StoveBurner,Laptop,1
2962,TVStand,Laptop,1
2963,Toilet,Laptop,1
2964,AlarmClock,Laptop,1
2965,Apple,Laptop,1
2966,AppleSliced,Laptop,1
2967,BaseballBat,Laptop,1
2968,BasketBall,Laptop,1
2969,Book,Laptop,1
2970,Bowl,Laptop,1
2971,Box,Laptop,1
2972,Bread,Laptop,1
2973,BreadSliced,Laptop,1
2974,ButterKnife,Laptop,1
2975,CD,Laptop,1
2976,Candle,Laptop,1
2977,CellPhone,Laptop,1
2978,Cloth,Laptop,1
2979,CreditCard,Laptop,1
2980,Cup,Laptop,1
2981,DeskLamp,Laptop,1
2982,DishSponge,Laptop,1
2983,Egg,Laptop,1
2984,Faucet,Laptop,1
2985,FloorLamp,Laptop,1
2986,Fork,Laptop,1
2987,Glassbottle,Laptop,1
2988,HandTowel,Laptop,1
2989,HousePlant,Laptop,1
2990,Kettle,Laptop,1
2991,KeyChain,Laptop,1
2992,Knife,Laptop,1
2993,Ladle,Laptop,1
2994,Laptop,Laptop,1
2995,LaundryHamperLid,Laptop,1
2996,Lettuce,Laptop,1
2997,LettuceSliced,Laptop,1
2998,LightSwitch,Laptop,1
2999,Mug,Laptop,1
3000,Newspaper,Laptop,1
3001,Pan,Laptop,1
3002,PaperTowel,Laptop,1
3003,PaperTowelRoll,Laptop,1
3004,Pen,Laptop,1
3005,Pencil,Laptop,1
3006,PepperShaker,Laptop,1
3007,Pillow,Laptop,1
3008,Plate,Laptop,1
3009,Plunger,Laptop,1
3010,Pot,Laptop,1
3011,Potato,Laptop,1
3012,PotatoSliced,Laptop,1
3013,RemoteControl,Laptop,1
3014,SaltShaker,Laptop,1
3015,ScrubBrush,Laptop,1
3016,ShowerDoor,Laptop,1
3017,SoapBar,Laptop,1
3018,SoapBottle,Laptop,1
3019,Spatula,Laptop,1
3020,Spoon,Laptop,1
3021,SprayBottle,Laptop,1
3022,Statue,Laptop,1
3023,StoveKnob,Laptop,1
3024,TeddyBear,Laptop,1
3025,Television,Laptop,1
3026,TennisRacket,Laptop,1
3027,TissueBox,Laptop,1
3028,ToiletPaper,Laptop,1
3029,ToiletPaperHanger,Laptop,1
3030,ToiletPaperRoll,Laptop,1
3031,Tomato,Laptop,1
3032,TomatoSliced,Laptop,1
3033,Towel,Laptop,1
3034,Vase,Laptop,1
3035,Watch,Laptop,1
3036,WateringCan,Laptop,1
3037,WineBottle,Laptop,1
3038,ArmChair,LaundryHamperLid,1
3039,BathtubBasin,LaundryHamperLid,1
3040,Bed,LaundryHamperLid,1
3041,Cabinet,LaundryHamperLid,1
3042,Cart,LaundryHamperLid,1
3043,CoffeeMachine,LaundryHamperLid,1
3044,CoffeeTable,LaundryHamperLid,1
3045,CounterTop,LaundryHamperLid,1
3046,Desk,LaundryHamperLid,1
3047,DiningTable,LaundryHamperLid,1
3048,Drawer,LaundryHamperLid,1
3049,Dresser,LaundryHamperLid,1
3050,Fridge,LaundryHamperLid,1
3051,GarbageCan,LaundryHamperLid,1
3052,Microwave,LaundryHamperLid,1
3053,Ottoman,LaundryHamperLid,1
3054,Safe,LaundryHamperLid,1
3055,Shelf,LaundryHamperLid,1
3056,SideTable,LaundryHamperLid,1
3057,SinkBasin,LaundryHamperLid,1
3058,Sofa,LaundryHamperLid,1
3059,StoveBurner,LaundryHamperLid,1
3060,TVStand,LaundryHamperLid,1
3061,Toilet,LaundryHamperLid,1
3062,AlarmClock,LaundryHamperLid,1
3063,Apple,LaundryHamperLid,1
3064,AppleSliced,LaundryHamperLid,1
3065,BaseballBat,LaundryHamperLid,1
3066,BasketBall,LaundryHamperLid,1
3067,Book,LaundryHamperLid,1
3068,Bowl,LaundryHamperLid,1
3069,Box,LaundryHamperLid,1
3070,Bread,LaundryHamperLid,1
3071,BreadSliced,LaundryHamperLid,1
3072,ButterKnife,LaundryHamperLid,1
3073,CD,LaundryHamperLid,1
3074,Candle,LaundryHamperLid,1
3075,CellPhone,LaundryHamperLid,1
3076,Cloth,LaundryHamperLid,1
3077,CreditCard,LaundryHamperLid,1
3078,Cup,LaundryHamperLid,1
3079,DeskLamp,LaundryHamperLid,1
3080,DishSponge,LaundryHamperLid,1
3081,Egg,LaundryHamperLid,1
3082,Faucet,LaundryHamperLid,1
3083,FloorLamp,LaundryHamperLid,1
3084,Fork,LaundryHamperLid,1
3085,Glassbottle,LaundryHamperLid,1
3086,HandTowel,LaundryHamperLid,1
3087,HousePlant,LaundryHamperLid,1
3088,Kettle,LaundryHamperLid,1
3089,KeyChain,LaundryHamperLid,1
3090,Knife,LaundryHamperLid,1
3091,Ladle,LaundryHamperLid,1
3092,Laptop,LaundryHamperLid,1
3093,LaundryHamperLid,LaundryHamperLid,1
3094,Lettuce,LaundryHamperLid,1
3095,LettuceSliced,LaundryHamperLid,1
3096,LightSwitch,LaundryHamperLid,1
3097,Mug,LaundryHamperLid,1
3098,Newspaper,LaundryHamperLid,1
3099,Pan,LaundryHamperLid,1
3100,PaperTowel,LaundryHamperLid,1
3101,PaperTowelRoll,LaundryHamperLid,1
3102,Pen,LaundryHamperLid,1
3103,Pencil,LaundryHamperLid,1
3104,PepperShaker,LaundryHamperLid,1
3105,Pillow,LaundryHamperLid,1
3106,Plate,LaundryHamperLid,1
3107,Plunger,LaundryHamperLid,1
3108,Pot,LaundryHamperLid,1
3109,Potato,LaundryHamperLid,1
3110,PotatoSliced,LaundryHamperLid,1
3111,RemoteControl,LaundryHamperLid,1
3112,SaltShaker,LaundryHamperLid,1
3113,ScrubBrush,LaundryHamperLid,1
3114,ShowerDoor,LaundryHamperLid,1
3115,SoapBar,LaundryHamperLid,1
3116,SoapBottle,LaundryHamperLid,1
3117,Spatula,LaundryHamperLid,1
3118,Spoon,LaundryHamperLid,1
3119,SprayBottle,LaundryHamperLid,1
3120,Statue,LaundryHamperLid,1
3121,StoveKnob,LaundryHamperLid,1
3122,TeddyBear,LaundryHamperLid,1
3123,Television,LaundryHamperLid,1
3124,TennisRacket,LaundryHamperLid,1
3125,TissueBox,LaundryHamperLid,1
3126,ToiletPaper,LaundryHamperLid,1
3127,ToiletPaperHanger,LaundryHamperLid,1
3128,ToiletPaperRoll,LaundryHamperLid,1
3129,Tomato,LaundryHamperLid,1
3130,TomatoSliced,LaundryHamperLid,1
3131,Towel,LaundryHamperLid,1
3132,Vase,LaundryHamperLid,1
3133,Watch,LaundryHamperLid,1
3134,WateringCan,LaundryHamperLid,1
3135,WineBottle,LaundryHamperLid,1
3136,ArmChair,Lettuce,1
3137,BathtubBasin,Lettuce,1
3138,Bed,Lettuce,1
3139,Cabinet,Lettuce,1
3140,Cart,Lettuce,1
3141,CoffeeMachine,Lettuce,1
3142,CoffeeTable,Lettuce,1
3143,CounterTop,Lettuce,1
3144,Desk,Lettuce,1
3145,DiningTable,Lettuce,1
3146,Drawer,Lettuce,1
3147,Dresser,Lettuce,1
3148,Fridge,Lettuce,1
3149,GarbageCan,Lettuce,1
3150,Microwave,Lettuce,1
3151,Ottoman,Lettuce,1
3152,Safe,Lettuce,1
3153,Shelf,Lettuce,1
3154,SideTable,Lettuce,1
3155,SinkBasin,Lettuce,1
3156,Sofa,Lettuce,1
3157,StoveBurner,Lettuce,1
3158,TVStand,Lettuce,1
3159,Toilet,Lettuce,1
3160,AlarmClock,Lettuce,1
3161,Apple,Lettuce,1
3162,AppleSliced,Lettuce,1
3163,BaseballBat,Lettuce,1
3164,BasketBall,Lettuce,1
3165,Book,Lettuce,1
3166,Bowl,Lettuce,1
3167,Box,Lettuce,1
3168,Bread,Lettuce,1
3169,BreadSliced,Lettuce,1
3170,ButterKnife,Lettuce,1
3171,CD,Lettuce,1
3172,Candle,Lettuce,1
3173,CellPhone,Lettuce,1
3174,Cloth,Lettuce,1
3175,CreditCard,Lettuce,1
3176,Cup,Lettuce,1
3177,DeskLamp,Lettuce,1
3178,DishSponge,Lettuce,1
3179,Egg,Lettuce,1
3180,Faucet,Lettuce,1
3181,FloorLamp,Lettuce,1
3182,Fork,Lettuce,1
3183,Glassbottle,Lettuce,1
3184,HandTowel,Lettuce,1
3185,HousePlant,Lettuce,1
3186,Kettle,Lettuce,1
3187,KeyChain,Lettuce,1
3188,Knife,Lettuce,1
3189,Ladle,Lettuce,1
3190,Laptop,Lettuce,1
3191,LaundryHamperLid,Lettuce,1
3192,Lettuce,Lettuce,1
3193,LettuceSliced,Lettuce,1
3194,LightSwitch,Lettuce,1
3195,Mug,Lettuce,1
3196,Newspaper,Lettuce,1
3197,Pan,Lettuce,1
3198,PaperTowel,Lettuce,1
3199,PaperTowelRoll,Lettuce,1
3200,Pen,Lettuce,1
3201,Pencil,Lettuce,1
3202,PepperShaker,Lettuce,1
3203,Pillow,Lettuce,1
3204,Plate,Lettuce,1
3205,Plunger,Lettuce,1
3206,Pot,Lettuce,1
3207,Potato,Lettuce,1
3208,PotatoSliced,Lettuce,1
3209,RemoteControl,Lettuce,1
3210,SaltShaker,Lettuce,1
3211,ScrubBrush,Lettuce,1
3212,ShowerDoor,Lettuce,1
3213,SoapBar,Lettuce,1
3214,SoapBottle,Lettuce,1
3215,Spatula,Lettuce,1
3216,Spoon,Lettuce,1
3217,SprayBottle,Lettuce,1
3218,Statue,Lettuce,1
3219,StoveKnob,Lettuce,1
3220,TeddyBear,Lettuce,1
3221,Television,Lettuce,1
3222,TennisRacket,Lettuce,1
3223,TissueBox,Lettuce,1
3224,ToiletPaper,Lettuce,1
3225,ToiletPaperHanger,Lettuce,1
3226,ToiletPaperRoll,Lettuce,1
3227,Tomato,Lettuce,1
3228,TomatoSliced,Lettuce,1
3229,Towel,Lettuce,1
3230,Vase,Lettuce,1
3231,Watch,Lettuce,1
3232,WateringCan,Lettuce,1
3233,WineBottle,Lettuce,1
3234,ArmChair,LettuceSliced,1
3235,BathtubBasin,LettuceSliced,1
3236,Bed,LettuceSliced,1
3237,Cabinet,LettuceSliced,1
3238,Cart,LettuceSliced,1
3239,CoffeeMachine,LettuceSliced,1
3240,CoffeeTable,LettuceSliced,1
3241,CounterTop,LettuceSliced,1
3242,Desk,LettuceSliced,1
3243,DiningTable,LettuceSliced,1
3244,Drawer,LettuceSliced,1
3245,Dresser,LettuceSliced,1
3246,Fridge,LettuceSliced,1
3247,GarbageCan,LettuceSliced,1
3248,Microwave,LettuceSliced,1
3249,Ottoman,LettuceSliced,1
3250,Safe,LettuceSliced,1
3251,Shelf,LettuceSliced,1
3252,SideTable,LettuceSliced,1
3253,SinkBasin,LettuceSliced,1
3254,Sofa,LettuceSliced,1
3255,StoveBurner,LettuceSliced,1
3256,TVStand,LettuceSliced,1
3257,Toilet,LettuceSliced,1
3258,AlarmClock,LettuceSliced,1
3259,Apple,LettuceSliced,1
3260,AppleSliced,LettuceSliced,1
3261,BaseballBat,LettuceSliced,1
3262,BasketBall,LettuceSliced,1
3263,Book,LettuceSliced,1
3264,Bowl,LettuceSliced,1
3265,Box,LettuceSliced,1
3266,Bread,LettuceSliced,1
3267,BreadSliced,LettuceSliced,1
3268,ButterKnife,LettuceSliced,1
3269,CD,LettuceSliced,1
3270,Candle,LettuceSliced,1
3271,CellPhone,LettuceSliced,1
3272,Cloth,LettuceSliced,1
3273,CreditCard,LettuceSliced,1
3274,Cup,LettuceSliced,1
3275,DeskLamp,LettuceSliced,1
3276,DishSponge,LettuceSliced,1
3277,Egg,LettuceSliced,1
3278,Faucet,LettuceSliced,1
3279,FloorLamp,LettuceSliced,1
3280,Fork,LettuceSliced,1
3281,Glassbottle,LettuceSliced,1
3282,HandTowel,LettuceSliced,1
3283,HousePlant,LettuceSliced,1
3284,Kettle,LettuceSliced,1
3285,KeyChain,LettuceSliced,1
3286,Knife,LettuceSliced,1
3287,Ladle,LettuceSliced,1
3288,Laptop,LettuceSliced,1
3289,LaundryHamperLid,LettuceSliced,1
3290,Lettuce,LettuceSliced,1
3291,LettuceSliced,LettuceSliced,1
3292,LightSwitch,LettuceSliced,1
3293,Mug,LettuceSliced,1
3294,Newspaper,LettuceSliced,1
3295,Pan,LettuceSliced,1
3296,PaperTowel,LettuceSliced,1
3297,PaperTowelRoll,LettuceSliced,1
3298,Pen,LettuceSliced,1
3299,Pencil,LettuceSliced,1
3300,PepperShaker,LettuceSliced,1
3301,Pillow,LettuceSliced,1
3302,Plate,LettuceSliced,1
3303,Plunger,LettuceSliced,1
3304,Pot,LettuceSliced,1
3305,Potato,LettuceSliced,1
3306,PotatoSliced,LettuceSliced,1
3307,RemoteControl,LettuceSliced,1
3308,SaltShaker,LettuceSliced,1
3309,ScrubBrush,LettuceSliced,1
3310,ShowerDoor,LettuceSliced,1
3311,SoapBar,LettuceSliced,1
3312,SoapBottle,LettuceSliced,1
3313,Spatula,LettuceSliced,1
3314,Spoon,LettuceSliced,1
3315,SprayBottle,LettuceSliced,1
3316,Statue,LettuceSliced,1
3317,StoveKnob,LettuceSliced,1
3318,TeddyBear,LettuceSliced,1
3319,Television,LettuceSliced,1
3320,TennisRacket,LettuceSliced,1
3321,TissueBox,LettuceSliced,1
3322,ToiletPaper,LettuceSliced,1
3323,ToiletPaperHanger,LettuceSliced,1
3324,ToiletPaperRoll,LettuceSliced,1
3325,Tomato,LettuceSliced,1
3326,TomatoSliced,LettuceSliced,1
3327,Towel,LettuceSliced,1
3328,Vase,LettuceSliced,1
3329,Watch,LettuceSliced,1
3330,WateringCan,LettuceSliced,1
3331,WineBottle,LettuceSliced,1
3332,ArmChair,LightSwitch,1
3333,BathtubBasin,LightSwitch,1
3334,Bed,LightSwitch,1
3335,Cabinet,LightSwitch,1
3336,Cart,LightSwitch,1
3337,CoffeeMachine,LightSwitch,1
3338,CoffeeTable,LightSwitch,1
3339,CounterTop,LightSwitch,1
3340,Desk,LightSwitch,1
3341,DiningTable,LightSwitch,1
3342,Drawer,LightSwitch,1
3343,Dresser,LightSwitch,1
3344,Fridge,LightSwitch,1
3345,GarbageCan,LightSwitch,1
3346,Microwave,LightSwitch,1
3347,Ottoman,LightSwitch,1
3348,Safe,LightSwitch,1
3349,Shelf,LightSwitch,1
3350,SideTable,LightSwitch,1
3351,SinkBasin,LightSwitch,1
3352,Sofa,LightSwitch,1
3353,StoveBurner,LightSwitch,1
3354,TVStand,LightSwitch,1
3355,Toilet,LightSwitch,1
3356,AlarmClock,LightSwitch,1
3357,Apple,LightSwitch,1
3358,AppleSliced,LightSwitch,1
3359,BaseballBat,LightSwitch,1
3360,BasketBall,LightSwitch,1
3361,Book,LightSwitch,1
3362,Bowl,LightSwitch,1
3363,Box,LightSwitch,1
3364,Bread,LightSwitch,1
3365,BreadSliced,LightSwitch,1
3366,ButterKnife,LightSwitch,1
3367,CD,LightSwitch,1
3368,Candle,LightSwitch,1
3369,CellPhone,LightSwitch,1
3370,Cloth,LightSwitch,1
3371,CreditCard,LightSwitch,1
3372,Cup,LightSwitch,1
3373,DeskLamp,LightSwitch,1
3374,DishSponge,LightSwitch,1
3375,Egg,LightSwitch,1
3376,Faucet,LightSwitch,1
3377,FloorLamp,LightSwitch,1
3378,Fork,LightSwitch,1
3379,Glassbottle,LightSwitch,1
3380,HandTowel,LightSwitch,1
3381,HousePlant,LightSwitch,1
3382,Kettle,LightSwitch,1
3383,KeyChain,LightSwitch,1
3384,Knife,LightSwitch,1
3385,Ladle,LightSwitch,1
3386,Laptop,LightSwitch,1
3387,LaundryHamperLid,LightSwitch,1
3388,Lettuce,LightSwitch,1
3389,LettuceSliced,LightSwitch,1
3390,LightSwitch,LightSwitch,1
3391,Mug,LightSwitch,1
3392,Newspaper,LightSwitch,1
3393,Pan,LightSwitch,1
3394,PaperTowel,LightSwitch,1
3395,PaperTowelRoll,LightSwitch,1
3396,Pen,LightSwitch,1
3397,Pencil,LightSwitch,1
3398,PepperShaker,LightSwitch,1
3399,Pillow,LightSwitch,1
3400,Plate,LightSwitch,1
3401,Plunger,LightSwitch,1
3402,Pot,LightSwitch,1
3403,Potato,LightSwitch,1
3404,PotatoSliced,LightSwitch,1
3405,RemoteControl,LightSwitch,1
3406,SaltShaker,LightSwitch,1
3407,ScrubBrush,LightSwitch,1
3408,ShowerDoor,LightSwitch,1
3409,SoapBar,LightSwitch,1
3410,SoapBottle,LightSwitch,1
3411,Spatula,LightSwitch,1
3412,Spoon,LightSwitch,1
3413,SprayBottle,LightSwitch,1
3414,Statue,LightSwitch,1
3415,StoveKnob,LightSwitch,1
3416,TeddyBear,LightSwitch,1
3417,Television,LightSwitch,1
3418,TennisRacket,LightSwitch,1
3419,TissueBox,LightSwitch,1
3420,ToiletPaper,LightSwitch,1
3421,ToiletPaperHanger,LightSwitch,1
3422,ToiletPaperRoll,LightSwitch,1
3423,Tomato,LightSwitch,1
3424,TomatoSliced,LightSwitch,1
